S1,S2
0.0,0.0
0.0,0.2631578947368421
0.0,0.5263157894736842
0.0,0.7894736842105263
0.0,1.0526315789473684
0.0,1.3157894736842104
0.0,1.5789473684210527
0.0,1.8421052631578947
0.0,2.1052631578947367
0.0,2.3684210526315788
0.0,2.631578947368421
0.0,2.894736842105263
0.0,3.1578947368421053
0.0,3.4210526315789473
0.0,3.6842105263157894
0.0,3.9473684210526314
0.0,4.2105263157894735
0.0,4.473684210526316
0.0,4.7368421052631575
0.0,5.0
0.2631578947368421,0.2631578947368421
0.2631578947368421,0.5263157894736842
0.2631578947368421,0.7894736842105263
0.2631578947368421,1.0526315789473684
0.2631578947368421,1.3157894736842104
0.2631578947368421,1.5789473684210527
0.2631578947368421,1.8421052631578947
0.2631578947368421,2.1052631578947367
0.2631578947368421,2.3684210526315788
0.2631578947368421,2.631578947368421
0.2631578947368421,2.894736842105263
0.2631578947368421,3.1578947368421053
0.2631578947368421,3.4210526315789473
0.2631578947368421,3.6842105263157894
0.2631578947368421,3.9473684210526314
0.2631578947368421,4.2105263157894735
0.2631578947368421,4.473684210526316
0.2631578947368421,4.7368421052631575
0.2631578947368421,5.0
0.5263157894736842,0.5263157894736842
0.5263157894736842,0.7894736842105263
0.5263157894736842,1.0526315789473684
0.5263157894736842,1.3157894736842104
0.5263157894736842,1.5789473684210527
0.5263157894736842,1.8421052631578947
0.5263157894736842,2.1052631578947367
0.5263157894736842,2.3684210526315788
0.5263157894736842,2.631578947368421
0.5263157894736842,2.894736842105263
0.5263157894736842,3.1578947368421053
0.5263157894736842,3.4210526315789473
0.5263157894736842,3.6842105263157894
0.5263157894736842,3.9473684210526314
0.5263157894736842,4.2105263157894735
0.5263157894736842,4.473684210526316
0.5263157894736842,4.7368421052631575
0.5263157894736842,5.0
0.7894736842105263,0.7894736842105263
0.7894736842105263,1.0526315789473684
0.7894736842105263,1.3157894736842104
0.7894736842105263,1.5789473684210527
0.7894736842105263,1.8421052631578947
0.7894736842105263,2.1052631578947367
0.7894736842105263,2.3684210526315788
0.7894736842105263,2.631578947368421
0.7894736842105263,2.894736842105263
0.7894736842105263,3.1578947368421053
0.7894736842105263,3.4210526315789473
0.7894736842105263,3.6842105263157894
0.7894736842105263,3.9473684210526314
0.7894736842105263,4.2105263157894735
0.7894736842105263,4.473684210526316
0.7894736842105263,4.7368421052631575
0.7894736842105263,5.0
1.0526315789473684,1.0526315789473684
1.0526315789473684,1.3157894736842104
1.0526315789473684,1.5789473684210527
1.0526315789473684,1.8421052631578947
1.0526315789473684,2.1052631578947367
1.0526315789473684,2.3684210526315788
1.0526315789473684,2.631578947368421
1.0526315789473684,2.894736842105263
1.0526315789473684,3.1578947368421053
1.0526315789473684,3.4210526315789473
1.0526315789473684,3.6842105263157894
1.0526315789473684,3.9473684210526314
1.0526315789473684,4.2105263157894735
1.0526315789473684,4.473684210526316
1.0526315789473684,4.7368421052631575
1.0526315789473684,5.0
1.3157894736842104,1.3157894736842104
1.3157894736842104,1.5789473684210527
1.3157894736842104,1.8421052631578947
1.3157894736842104,2.1052631578947367
1.3157894736842104,2.3684210526315788
1.3157894736842104,2.631578947368421
1.3157894736842104,2.894736842105263
1.3157894736842104,3.1578947368421053
1.3157894736842104,3.4210526315789473
1.3157894736842104,3.6842105263157894
1.3157894736842104,3.9473684210526314
1.3157894736842104,4.2105263157894735
1.3157894736842104,4.473684210526316
1.3157894736842104,4.7368421052631575
1.3157894736842104,5.0
1.5789473684210527,1.5789473684210527
1.5789473684210527,1.8421052631578947
1.5789473684210527,2.1052631578947367
1.5789473684210527,2.3684210526315788
1.5789473684210527,2.631578947368421
1.5789473684210527,2.894736842105263
1.5789473684210527,3.1578947368421053
1.5789473684210527,3.4210526315789473
1.5789473684210527,3.6842105263157894
1.5789473684210527,3.9473684210526314
1.5789473684210527,4.2105263157894735
1.5789473684210527,4.473684210526316
1.5789473684210527,4.7368421052631575
1.5789473684210527,5.0
1.8421052631578947,1.8421052631578947
1.8421052631578947,2.1052631578947367
1.8421052631578947,2.3684210526315788
1.8421052631578947,2.631578947368421
1.8421052631578947,2.894736842105263
1.8421052631578947,3.1578947368421053
1.8421052631578947,3.4210526315789473
1.8421052631578947,3.6842105263157894
1.8421052631578947,3.9473684210526314
1.8421052631578947,4.2105263157894735
1.8421052631578947,4.473684210526316
1.8421052631578947,4.7368421052631575
1.8421052631578947,5.0
2.1052631578947367,2.1052631578947367
2.1052631578947367,2.3684210526315788
2.1052631578947367,2.631578947368421
2.1052631578947367,2.894736842105263
2.1052631578947367,3.1578947368421053
2.1052631578947367,3.4210526315789473
2.1052631578947367,3.6842105263157894
2.1052631578947367,3.9473684210526314
2.1052631578947367,4.2105263157894735
2.1052631578947367,4.473684210526316
2.1052631578947367,4.7368421052631575
2.1052631578947367,5.0
2.3684210526315788,2.3684210526315788
2.3684210526315788,2.631578947368421
2.3684210526315788,2.894736842105263
2.3684210526315788,3.1578947368421053
2.3684210526315788,3.4210526315789473
2.3684210526315788,3.6842105263157894
2.3684210526315788,3.9473684210526314
2.3684210526315788,4.2105263157894735
2.3684210526315788,4.473684210526316
2.3684210526315788,4.7368421052631575
2.3684210526315788,5.0
2.631578947368421,2.631578947368421
2.631578947368421,2.894736842105263
2.631578947368421,3.1578947368421053
2.631578947368421,3.4210526315789473
2.631578947368421,3.6842105263157894
2.631578947368421,3.9473684210526314
2.631578947368421,4.2105263157894735
2.631578947368421,4.473684210526316
2.631578947368421,4.7368421052631575
2.631578947368421,5.0
2.894736842105263,2.894736842105263
2.894736842105263,3.1578947368421053
