,trial,source_voltage,current0
141,142,493,0.0
142,143,497,0.0
143,144,501,0.0
144,145,504,0.0
145,146,508,0.0
146,147,511,0.0
147,148,515,0.0
148,149,518,0.0
149,150,522,0.0
150,151,525,0.0
151,152,529,0.0
152,153,532,0.0
153,154,536,0.0
154,155,539,0.0
155,156,543,0.0
156,157,546,0.0
157,158,550,0.0
158,159,553,0.0
159,160,557,0.0
160,161,560,0.0
161,162,564,0.0
162,163,567,0.0
163,164,571,0.0
164,165,574,0.0
165,166,578,0.0
166,167,581,0.0
167,168,585,0.0
168,169,588,0.0
169,170,592,0.0
170,171,595,0.0
171,172,599,0.0
172,173,602,0.0
173,174,606,0.0
174,175,609,0.0
175,176,613,0.0
176,177,616,0.0
177,178,620,0.0
178,179,623,0.0
179,180,627,0.0
180,181,630,0.0
181,182,634,0.0
182,183,637,0.0
183,184,641,0.0
184,185,644,0.0
185,186,648,0.0
186,187,651,0.0
187,188,655,0.0
188,189,658,0.0
189,190,662,0.0
190,191,665,0.0
191,192,669,0.0
192,193,672,0.0
193,194,676,0.0
194,195,679,0.0
195,196,683,0.0
196,197,686,0.0
197,198,690,0.0
198,199,693,0.0
199,200,697,0.0
200,201,700,0.0
201,202,704,0.0
202,203,707,0.0
203,204,711,0.0
204,205,714,0.0
205,206,718,0.0
206,207,721,0.0
207,208,725,0.0
208,209,728,0.0
209,210,732,0.0
210,211,735,0.0
211,212,739,0.0
212,213,742,0.0
213,214,746,0.0
214,215,749,0.0
215,216,753,0.0
216,217,756,0.0
217,218,760,0.0
218,219,763,0.0
219,220,767,0.0
220,221,770,0.0
221,222,774,0.0
222,223,777,0.0
223,224,781,0.0
224,225,784,0.0
225,226,788,0.0
226,227,791,0.000171
227,228,795,0.0
228,229,798,0.0
229,230,802,0.0
230,231,805,0.0
231,232,809,0.0
232,233,812,0.0
233,234,816,0.0
234,235,819,0.0
235,236,823,0.0
236,237,826,0.0
237,238,830,0.0
238,239,833,0.0
239,240,837,0.0
240,241,840,0.0
241,242,844,0.0
242,243,847,0.0
243,244,851,0.0
244,245,854,0.0
245,246,858,0.0
246,247,861,0.0
247,248,865,0.0
248,249,868,0.0
249,250,872,0.0
250,251,875,0.0
251,252,879,0.0
252,253,882,0.0
253,254,886,0.0
254,255,889,0.0
255,256,893,0.0
256,257,896,0.0
257,258,900,0.0
258,259,903,0.0
259,260,907,0.0
260,261,910,0.0
261,262,914,0.0
262,263,917,0.0
263,264,921,0.0
264,265,924,0.0
265,266,928,0.0
266,267,931,0.0
267,268,935,0.0
268,269,938,0.0
269,270,942,0.0
270,271,945,0.0
271,272,949,0.0
272,273,952,0.0
273,274,956,0.0
274,275,959,0.0
275,276,963,0.000171
276,277,966,0.0
277,278,970,0.0
278,279,973,0.0
279,280,977,0.0
280,281,980,0.0
281,282,984,0.0
282,283,987,0.0
283,284,991,0.0
284,285,994,0.0
285,286,998,0.0
286,287,1002,0.0
287,288,1005,0.0
288,289,1009,0.0
289,290,1012,0.0
290,291,1016,0.0
291,292,1019,0.0
292,293,1023,0.0
293,294,1026,0.0
294,295,1030,0.0
295,296,1033,0.0
296,297,1037,0.0
297,298,1040,0.0
298,299,1044,0.0
299,300,1047,0.0
300,301,1051,0.0
301,302,1054,0.0
302,303,1058,0.0
303,304,1061,0.0
304,305,1065,0.0
305,306,1068,0.000171
306,307,1072,0.0
307,308,1075,0.0
308,309,1079,0.0
309,310,1082,0.0
310,311,1086,0.0
311,312,1089,0.000171
312,313,1093,0.0
313,314,1096,0.0
314,315,1100,0.0
315,316,1103,0.0
316,317,1107,0.0
317,318,1110,0.0
318,319,1114,0.0
319,320,1117,0.0
320,321,1121,0.0
321,322,1124,0.0
322,323,1128,0.0
323,324,1131,0.0
324,325,1135,0.0
325,326,1138,0.0
326,327,1142,0.0
327,328,1145,0.0
328,329,1149,0.0
329,330,1152,0.0
330,331,1156,0.0
331,332,1159,0.0
332,333,1163,0.0
333,334,1166,0.0
334,335,1170,0.000171
335,336,1173,0.0
336,337,1177,0.000171
337,338,1180,0.0
338,339,1184,0.0
339,340,1187,0.000171
340,341,1191,0.000171
341,342,1194,0.0
342,343,1198,0.000171
343,344,1201,0.0
344,345,1205,0.0
345,346,1208,0.0
346,347,1212,0.0
347,348,1215,0.000171
348,349,1219,0.0
349,350,1222,0.0
350,351,1226,0.000171
351,352,1229,0.000171
352,353,1233,0.0
353,354,1236,0.0
354,355,1240,0.0
355,356,1243,0.0
356,357,1247,0.0
357,358,1250,0.000171
358,359,1254,0.000171
359,360,1257,0.0
360,361,1261,0.000171
361,362,1264,0.000171
362,363,1268,0.000171
363,364,1271,0.0
364,365,1275,0.000171
365,366,1278,0.0
366,367,1282,0.0
367,368,1285,0.000171
368,369,1289,0.000171
369,370,1292,0.0
370,371,1296,0.000171
371,372,1299,0.0
372,373,1303,0.000171
373,374,1306,0.000171
374,375,1310,0.000171
375,376,1313,0.000171
376,377,1317,0.0
377,378,1320,0.000171
378,379,1324,0.000171
379,380,1327,0.000171
380,381,1331,0.000171
381,382,1334,0.000171
382,383,1338,0.000171
383,384,1341,0.000171
384,385,1345,0.000171
385,386,1348,0.000171
386,387,1352,0.000171
387,388,1355,0.000171
388,389,1359,0.000171
389,390,1362,0.000171
390,391,1366,0.000171
391,392,1369,0.000171
392,393,1373,0.000171
393,394,1376,0.000171
394,395,1380,0.000171
395,396,1383,0.000171
396,397,1387,0.000171
397,398,1390,0.000171
398,399,1394,0.000171
399,400,1397,0.000171
400,401,1401,0.000171
401,402,1404,0.000171
402,403,1408,0.000171
403,404,1411,0.000171
404,405,1415,0.000171
405,406,1418,0.000171
406,407,1422,0.000171
407,408,1425,0.000171
408,409,1429,0.000171
409,410,1432,0.000171
410,411,1436,0.000171
411,412,1439,0.000171
412,413,1443,0.000171
413,414,1446,0.000171
414,415,1450,0.000171
415,416,1453,0.000171
416,417,1457,0.000171
417,418,1460,0.000171
418,419,1464,0.000343
419,420,1467,0.000343
420,421,1471,0.000343
421,422,1474,0.000343
422,423,1478,0.000343
423,424,1481,0.000343
424,425,1485,0.000343
425,426,1488,0.000343
426,427,1492,0.000343
427,428,1495,0.000343
428,429,1499,0.000343
429,430,1503,0.000515
430,431,1506,0.000515
431,432,1510,0.000515
432,433,1513,0.000515
433,434,1517,0.000515
434,435,1520,0.000515
435,436,1524,0.000686
436,437,1527,0.000686
437,438,1531,0.000686
438,439,1534,0.000686
439,440,1538,0.000686
440,441,1541,0.000858
441,442,1545,0.000858
442,443,1548,0.000858
443,444,1552,0.00103
444,445,1555,0.00103
445,446,1559,0.00103
446,447,1562,0.001201
447,448,1566,0.001201
448,449,1569,0.001201
449,450,1573,0.001373
450,451,1576,0.001373
451,452,1580,0.001545
452,453,1583,0.001545
453,454,1587,0.001545
454,455,1590,0.001717
455,456,1594,0.001717
456,457,1597,0.001888
457,458,1601,0.001888
458,459,1604,0.00206
459,460,1608,0.00206
460,461,1611,0.002232
461,462,1615,0.002403
462,463,1618,0.002403
463,464,1622,0.002575
464,465,1625,0.002747
465,466,1629,0.002918
466,467,1632,0.002918
467,468,1636,0.00309
468,469,1639,0.003262
469,470,1643,0.003262
470,471,1646,0.003434
471,472,1650,0.003605
472,473,1653,0.003605
473,474,1657,0.003949
474,475,1660,0.003949
475,476,1664,0.00412
476,477,1667,0.004292
477,478,1671,0.004464
478,479,1674,0.004635
479,480,1678,0.004807
480,481,1681,0.004979
481,482,1685,0.005322
482,483,1688,0.005322
483,484,1692,0.005494
484,485,1695,0.005666
485,486,1699,0.005837
486,487,1702,0.006009
487,488,1706,0.006181
488,489,1709,0.006353
489,490,1713,0.006696
490,491,1716,0.006868
491,492,1720,0.007211
492,493,1723,0.007211
493,494,1727,0.007554
494,495,1730,0.007726
495,496,1734,0.00807
496,497,1737,0.008241
497,498,1741,0.008413
498,499,1744,0.008756
499,500,1748,0.008928
500,501,1751,0.009271
501,502,1755,0.009443
502,503,1758,0.009615
503,504,1762,0.009958
504,505,1765,0.01013
505,506,1769,0.010473
506,507,1772,0.010645
507,508,1776,0.010989
508,509,1779,0.01116
509,510,1783,0.011675
510,511,1786,0.011847
511,512,1790,0.012362
512,513,1793,0.012534
513,514,1797,0.012534
514,515,1800,0.013049
515,516,1804,0.013221
516,517,1807,0.013564
517,518,1811,0.013907
518,519,1814,0.014251
519,520,1818,0.014594
520,521,1821,0.014766
521,522,1825,0.015453
522,523,1828,0.015625
523,524,1832,0.01614
524,525,1835,0.016483
525,526,1839,0.016826
526,527,1842,0.01717
527,528,1846,0.017342
528,529,1849,0.017857
529,530,1853,0.0182
530,531,1856,0.018715
531,532,1860,0.019059
532,533,1863,0.01923
533,534,1867,0.019745
534,535,1870,0.020089
535,536,1874,0.020604
536,537,1877,0.020947
537,538,1881,0.021462
538,539,1884,0.021806
539,540,1888,0.022321
540,541,1891,0.022664
541,542,1895,0.023351
542,543,1898,0.023695
543,544,1902,0.023866
544,545,1905,0.024553
545,546,1909,0.024896
546,547,1912,0.02524
547,548,1916,0.025927
548,549,1919,0.02627
549,550,1923,0.026785
550,551,1926,0.0273
551,552,1930,0.027815
552,553,1933,0.028331
553,554,1937,0.029017
554,555,1940,0.029189
555,556,1944,0.029876
556,557,1947,0.030219
557,558,1951,0.030734
558,559,1954,0.031421
559,560,1958,0.031593
560,561,1961,0.032451
561,562,1965,0.032967
562,563,1968,0.033138
563,564,1972,0.033825
564,565,1975,0.03434
565,566,1979,0.035199
566,567,1982,0.035542
567,568,1986,0.036229
568,569,1989,0.036744
569,570,1993,0.037431
570,571,1996,0.037946
571,572,2000,0.038633
572,573,2004,0.039148
573,574,2007,0.039491
574,575,2011,0.040521
575,576,2014,0.040865
576,577,2018,0.041723
577,578,2021,0.042239
578,579,2025,0.043097
579,580,2028,0.043612
580,581,2032,0.044299
581,582,2035,0.044814
582,583,2039,0.045329
583,584,2042,0.046188
584,585,2046,0.046703
585,586,2049,0.047561
586,587,2053,0.048076
587,588,2056,0.048592
588,589,2060,0.049622
589,590,2063,0.050137
590,591,2067,0.050824
591,592,2070,0.051339
592,593,2074,0.052197
593,594,2077,0.052884
594,595,2081,0.053743
595,596,2084,0.054258
596,597,2088,0.055288
597,598,2091,0.055803
598,599,2095,0.056146
599,600,2098,0.057348
600,601,2102,0.057864
601,602,2105,0.058207
602,603,2109,0.059237
603,604,2112,0.059752
604,605,2116,0.060782
605,606,2119,0.061298
606,607,2123,0.062328
607,608,2126,0.062843
608,609,2130,0.063873
609,610,2133,0.064388
610,611,2137,0.065762
611,612,2140,0.066277
612,613,2144,0.066792
613,614,2147,0.067822
614,615,2151,0.068337
615,616,2154,0.069368
616,617,2158,0.070054
617,618,2161,0.07057
618,619,2165,0.071771
619,620,2168,0.072458
620,621,2172,0.07366
621,622,2175,0.074175
622,623,2179,0.075377
623,624,2182,0.075892
624,625,2186,0.077094
625,626,2189,0.077609
626,627,2193,0.078811
627,628,2196,0.079326
628,629,2200,0.080013
629,630,2203,0.081043
630,631,2207,0.081902
631,632,2210,0.082417
632,633,2214,0.083447
633,634,2217,0.084134
634,635,2221,0.084993
635,636,2224,0.085679
636,637,2228,0.086881
637,638,2231,0.08774
638,639,2235,0.088255
639,640,2238,0.08877
640,641,2242,0.090831
641,642,2245,0.091346
642,643,2249,0.091861
643,644,2252,0.093234
644,645,2256,0.09375
645,646,2259,0.094951
646,647,2263,0.095638
647,648,2266,0.096153
648,649,2270,0.097527
649,650,2273,0.098042
650,651,2277,0.099416
651,652,2280,0.099931
652,653,2284,0.101133
653,654,2287,0.10182
654,655,2291,0.103021
655,656,2294,0.103708
656,657,2298,0.10491
657,658,2301,0.105769
658,659,2305,0.106284
659,660,2308,0.107657
660,661,2312,0.108344
661,662,2315,0.109031
662,663,2319,0.110233
663,664,2322,0.11092
664,665,2326,0.112122
665,666,2329,0.11298
666,667,2333,0.114354
667,668,2336,0.115041
668,669,2340,0.116414
669,670,2343,0.116929
670,671,2347,0.118131
671,672,2350,0.118818
672,673,2354,0.119677
673,674,2357,0.120879
674,675,2361,0.121565
675,676,2364,0.122939
676,677,2368,0.123798
677,678,2371,0.124313
678,679,2375,0.125858
679,680,2378,0.126545
680,681,2382,0.127918
681,682,2385,0.128605
682,683,2389,0.129979
683,684,2392,0.130494
684,685,2396,0.131868
685,686,2399,0.132726
686,687,2403,0.1341
687,688,2406,0.134787
688,689,2410,0.135473
689,690,2413,0.136847
690,691,2417,0.137534
691,692,2420,0.138221
692,693,2424,0.139423
693,694,2427,0.140109
694,695,2431,0.141311
695,696,2434,0.141998
696,697,2438,0.143028
697,698,2441,0.14423
698,699,2445,0.145604
699,700,2448,0.146291
700,701,2452,0.147664
701,702,2455,0.148179
702,703,2459,0.14921
703,704,2462,0.150583
704,705,2466,0.151442
705,706,2469,0.152644
706,707,2473,0.153674
707,708,2476,0.154189
708,709,2480,0.155734
709,710,2483,0.156421
710,711,2487,0.158138
711,712,2490,0.158825
712,713,2494,0.160199
713,714,2497,0.160885
714,715,2501,0.162431
715,716,2505,0.163118
716,717,2508,0.164491
717,718,2512,0.165178
718,719,2515,0.165693
719,720,2519,0.167239
720,721,2522,0.167925
721,722,2526,0.169471
722,723,2529,0.170157
723,724,2533,0.171703
724,725,2536,0.17239
725,726,2540,0.173763
726,727,2543,0.174622
727,728,2547,0.175309
728,729,2550,0.17651
729,730,2554,0.177369
730,731,2557,0.178571
731,732,2561,0.179429
732,733,2564,0.180288
733,734,2568,0.18149
734,735,2571,0.182348
735,736,2575,0.183722
736,737,2578,0.184409
737,738,2582,0.185782
738,739,2585,0.186469
739,740,2589,0.187843
740,741,2592,0.188701
741,742,2596,0.190247
742,743,2599,0.190934
743,744,2603,0.19162
744,745,2606,0.193166
745,746,2610,0.193853
746,747,2613,0.195398
747,748,2617,0.196085
748,749,2620,0.196943
749,750,2624,0.198317
750,751,2627,0.199004
751,752,2631,0.200206
752,753,2634,0.201236
753,754,2638,0.202609
754,755,2641,0.203468
755,756,2645,0.205013
756,757,2648,0.205872
757,758,2652,0.206387
758,759,2655,0.207932
759,760,2659,0.208619
760,761,2662,0.209993
761,762,2666,0.210851
762,763,2669,0.21171
763,764,2673,0.213083
764,765,2676,0.213942
765,766,2680,0.215487
766,767,2683,0.216174
767,768,2687,0.217719
768,769,2690,0.218578
769,770,2694,0.219093
770,771,2697,0.22081
771,772,2701,0.222527
772,773,2704,0.223385
773,774,2708,0.224072
774,775,2711,0.225618
775,776,2715,0.226133
776,777,2718,0.227678
777,778,2722,0.228537
778,779,2725,0.229395
779,780,2729,0.230769
780,781,2732,0.231627
781,782,2736,0.233001
782,783,2739,0.234375
783,784,2743,0.235748
784,785,2746,0.236778
785,786,2750,0.236607
786,787,2753,0.237122
787,788,2757,0.238152
788,789,2760,0.239697
789,790,2764,0.240556
790,791,2767,0.241929
791,792,2771,0.242616
792,793,2774,0.243475
793,794,2778,0.24502
794,795,2781,0.24605
795,796,2785,0.247596
796,797,2788,0.248282
797,798,2792,0.25
798,799,2795,0.250858
799,800,2799,0.252232
800,801,2802,0.25309
801,802,2806,0.254635
802,803,2809,0.255494
803,804,2813,0.256353
804,805,2816,0.257726
805,806,2820,0.258241
806,807,2823,0.26013
807,808,2827,0.260645
808,809,2830,0.261504
809,810,2834,0.263049
810,811,2837,0.263736
811,812,2841,0.265281
812,813,2844,0.26614
813,814,2848,0.267685
814,815,2851,0.268715
815,816,2855,0.27026
816,817,2858,0.270947
817,818,2862,0.271806
818,819,2865,0.273351
819,820,2869,0.273695
820,821,2872,0.275412
821,822,2876,0.27627
822,823,2879,0.2773
823,824,2883,0.279017
824,825,2886,0.279876
825,826,2890,0.281593
826,827,2893,0.28228
827,828,2897,0.283997
828,829,2900,0.284684
829,830,2904,0.286229
830,831,2907,0.287259
831,832,2911,0.288976
832,833,2914,0.289835
833,834,2918,0.29035
834,835,2921,0.291552
835,836,2925,0.29241
836,837,2928,0.293956
837,838,2932,0.294986
838,839,2935,0.296016
839,840,2939,0.297561
840,841,2942,0.29842
841,842,2946,0.299965
842,843,2949,0.300995
843,844,2953,0.302541
844,845,2956,0.303399
845,846,2960,0.304773
846,847,2963,0.305631
847,848,2967,0.306318
848,849,2970,0.307692
849,850,2974,0.30855
850,851,2977,0.310096
851,852,2981,0.310954
852,853,2984,0.311813
853,854,2988,0.313358
854,855,2991,0.314045
855,856,2995,0.31559
856,857,2998,0.316449
857,858,3002,0.318166
858,859,3006,0.319024
859,860,3009,0.32057
860,861,3013,0.321428
861,862,3016,0.322802
862,863,3020,0.32366
863,864,3023,0.324175
864,865,3027,0.326064
865,866,3030,0.326751
866,867,3034,0.328468
867,868,3037,0.329326
868,869,3041,0.3307
869,870,3044,0.331387
870,871,3048,0.333447
871,872,3051,0.333791
872,873,3055,0.335336
873,874,3058,0.336538
874,875,3062,0.337396
875,876,3065,0.339114
876,877,3069,0.339972
877,878,3072,0.341002
878,879,3076,0.342548
879,880,3079,0.343234
880,881,3083,0.344951
881,882,3086,0.34581
882,883,3090,0.347355
883,884,3093,0.348214
884,885,3097,0.349759
885,886,3100,0.350789
886,887,3104,0.352335
887,888,3107,0.353365
888,889,3111,0.354052
889,890,3114,0.355769
890,891,3118,0.356799
891,892,3121,0.358173
892,893,3125,0.359203
893,894,3128,0.360233
894,895,3132,0.36195
895,896,3135,0.362293
896,897,3139,0.364354
897,898,3142,0.365212
898,899,3146,0.366929
899,900,3149,0.367445
900,901,3153,0.36899
901,902,3156,0.369677
902,903,3160,0.371222
903,904,3163,0.372081
904,905,3167,0.372767
905,906,3170,0.374484
906,907,3174,0.375515
907,908,3177,0.376545
908,909,3181,0.377747
909,910,3184,0.378949
910,911,3188,0.380666
911,912,3191,0.381181
912,913,3195,0.38307
913,914,3198,0.383928
914,915,3202,0.385817
915,916,3205,0.387019
916,917,3209,0.388392
917,918,3212,0.389079
918,919,3216,0.389938
919,920,3219,0.391311
920,921,3223,0.391998
921,922,3226,0.393887
922,923,3230,0.394574
923,924,3233,0.395432
924,925,3237,0.397321
925,926,3240,0.398523
926,927,3244,0.399896
927,928,3247,0.400755
928,929,3251,0.402644
929,930,3254,0.403502
930,931,3258,0.405048
931,932,3261,0.405906
932,933,3265,0.407623
933,934,3268,0.408653
934,935,3272,0.409512
935,936,3275,0.410885
936,937,3279,0.411572
937,938,3282,0.412259
938,939,3286,0.413804
939,940,3289,0.415006
940,941,3293,0.416895
941,942,3296,0.417582
942,943,3300,0.418784
943,944,3303,0.420157
944,945,3307,0.421875
945,946,3310,0.422905
946,947,3314,0.42445
947,948,3317,0.425137
948,949,3321,0.425995
949,950,3324,0.427884
950,951,3328,0.428571
951,952,3331,0.429945
952,953,3335,0.431146
953,954,3338,0.432864
954,955,3342,0.433894
955,956,3345,0.434924
956,957,3349,0.435954
957,958,3352,0.437671
958,959,3356,0.43853
959,960,3359,0.439217
960,961,3363,0.441277
961,962,3366,0.442307
962,963,3370,0.443681
963,964,3373,0.444711
964,965,3377,0.445741
965,966,3380,0.446771
966,967,3384,0.447802
967,968,3387,0.44866
968,969,3391,0.450377
969,970,3394,0.451064
970,971,3398,0.452953
971,972,3401,0.45364
972,973,3405,0.455528
973,974,3408,0.456387
974,975,3412,0.457932
975,976,3415,0.458619
976,977,3419,0.460336
977,978,3422,0.461023
978,979,3426,0.461881
979,980,3429,0.463598
980,981,3433,0.4648
981,982,3436,0.466174
982,983,3440,0.466689
983,984,3443,0.467376
984,985,3447,0.469265
985,986,3450,0.470467
986,987,3454,0.47184
987,988,3457,0.47287
988,989,3461,0.472527
989,990,3464,0.473729
990,991,3468,0.476133
991,992,3471,0.476991
992,993,3475,0.478537
993,994,3478,0.479052
994,995,3482,0.47991
995,996,3485,0.482142
996,997,3489,0.482486
997,998,3492,0.483516
998,999,3496,0.48489
999,1000,3500,0.487465
