,color_red,color_green,word_red,word_green,task_color,verbal_red,verbal_green
93,0.5,0.5,0.25,0.25,0.75,0.5,0.5
94,0.0,0.25,0.75,1.0,0.75,0.33892178535461426,0.6610782146453857
95,0.0,0.5,0.75,0.75,0.5,0.32987821102142334,0.6701217889785767
96,0.25,0.75,0.25,0.75,0.5,0.29864630103111267,0.7013536691665649
97,0.5,0.75,0.75,0.5,1.0,0.332763135433197,0.667236864566803
98,0.25,0.25,0.75,1.0,0.5,0.48473966121673584,0.5152603387832642
99,0.0,0.0,0.25,0.75,0.5,0.4638093113899231,0.5361906886100769
100,0.0,0.75,0.75,1.0,1.0,0.13053472340106964,0.8694652915000916
101,0.75,0.25,0.5,0.0,0.25,0.6177420020103455,0.38225796818733215
102,0.0,1.0,0.25,0.0,0.25,0.294710248708725,0.7052897810935974
103,0.5,0.0,0.75,0.0,1.0,0.8409257531166077,0.15907420217990875
104,0.5,0.5,1.0,0.0,0.5,0.6203758716583252,0.3796241581439972
105,0.5,0.25,0.5,0.25,0.75,0.6610782146453857,0.33892178535461426
106,0.0,1.0,0.75,0.25,1.0,0.12177875638008118,0.8782212734222412
107,0.0,0.25,1.0,0.25,1.0,0.3826911449432373,0.6173088550567627
108,1.0,0.0,0.0,0.5,1.0,0.8782212734222412,0.12177875638008118
109,0.5,0.75,0.75,0.0,0.75,0.41862770915031433,0.5813722610473633
110,0.5,1.0,1.0,1.0,0.25,0.4170345366001129,0.5829654335975647
111,0.25,1.0,0.75,0.75,0.75,0.163699671626091,0.8363003134727478
112,0.5,0.0,0.75,0.75,0.75,0.7626146078109741,0.23738540709018707
113,0.0,0.75,0.25,1.0,1.0,0.10776159912347794,0.892238438129425
114,0.25,0.75,0.0,0.25,0.5,0.31652316451072693,0.6834768652915955
115,0.5,0.5,0.25,0.5,1.0,0.48473966121673584,0.5152603387832642
116,0.0,0.5,0.75,1.0,0.25,0.4022691249847412,0.5977308750152588
117,0.5,0.0,1.0,1.0,0.25,0.5829654335975647,0.4170345366001129
118,0.75,1.0,0.75,1.0,0.75,0.33892178535461426,0.6610782146453857
119,1.0,0.75,0.25,0.25,0.5,0.5831374526023865,0.4168625771999359
120,0.0,0.5,0.5,0.25,1.0,0.20991478860378265,0.7900851964950562
121,0.5,0.75,0.25,0.0,0.75,0.3667970597743988,0.6332029700279236
122,0.75,0.75,1.0,1.0,0.0,0.5,0.5
123,0.75,0.25,0.25,0.25,0.75,0.7626146078109741,0.23738540709018707
124,1.0,0.0,0.0,0.75,0.25,0.6581460237503052,0.3418539762496948
125,0.5,0.75,1.0,0.0,0.0,0.6065182089805603,0.3934817314147949
126,0.0,0.0,0.0,0.0,0.5,0.5,0.5
127,0.5,0.25,0.0,1.0,0.25,0.41501063108444214,0.5849894285202026
128,0.5,0.0,0.75,0.5,0.0,0.5493950247764587,0.45060497522354126
129,1.0,0.0,0.5,0.75,0.0,0.5965837240219116,0.40341630578041077
130,0.25,1.0,0.0,0.25,0.0,0.4204845428466797,0.5795153975486755
131,0.75,0.75,1.0,1.0,0.25,0.5,0.5
132,1.0,0.0,0.5,0.25,0.75,0.884087085723877,0.11591295897960663
133,0.25,0.5,0.0,1.0,1.0,0.2230606973171234,0.776939332485199
134,0.25,0.75,1.0,0.25,0.0,0.5353078246116638,0.4646921455860138
135,0.25,0.0,0.5,0.25,0.0,0.5298405289649963,0.47015947103500366
136,1.0,0.75,0.5,0.75,0.75,0.6332029700279236,0.3667970597743988
137,0.5,0.25,0.5,0.75,0.5,0.5682232975959778,0.4317767024040222
138,0.25,0.5,0.0,0.75,0.75,0.2920030355453491,0.7079969644546509
139,0.0,0.5,0.75,0.5,0.75,0.24861599504947662,0.7513840198516846
140,1.0,0.25,0.5,0.75,0.25,0.630114734172821,0.36988523602485657
141,0.0,0.0,0.25,0.25,0.0,0.5,0.5
142,0.75,1.0,1.0,1.0,1.0,0.31934699416160583,0.6806530356407166
143,1.0,0.25,0.25,0.5,0.5,0.742706835269928,0.25729313492774963
144,0.75,0.0,0.25,0.75,0.5,0.7263394594192505,0.27366048097610474
145,0.25,0.5,0.0,0.0,1.0,0.31934699416160583,0.6806530356407166
146,0.0,0.25,1.0,1.0,1.0,0.31934699416160583,0.6806530356407166
147,0.25,0.0,0.0,0.5,0.0,0.4783703088760376,0.5216296315193176
148,0.25,0.75,0.25,0.25,0.5,0.32987821102142334,0.6701217889785767
149,1.0,0.75,0.5,0.0,0.25,0.5726987719535828,0.4273012578487396
150,0.75,0.25,0.5,0.5,0.0,0.5342379212379456,0.46576207876205444
151,0.75,1.0,0.75,0.0,0.75,0.41862770915031433,0.5813722610473633
152,0.75,0.5,0.0,0.0,0.0,0.514606773853302,0.4853931963443756
153,0.0,1.0,0.75,0.5,0.0,0.40341630578041077,0.5965837240219116
154,0.75,0.25,0.5,0.0,0.5,0.7013536691665649,0.29864630103111267
155,0.75,0.5,0.25,0.0,0.5,0.5979009866714478,0.40209904313087463
156,1.0,0.25,0.0,0.25,0.75,0.8277685642242432,0.1722315102815628
157,0.75,1.0,0.25,0.75,0.0,0.44930967688560486,0.5506902933120728
158,0.5,0.5,0.25,0.75,0.5,0.4638093113899231,0.5361906886100769
159,0.5,0.5,0.25,0.0,0.0,0.5152603387832642,0.48473966121673584
160,1.0,0.25,0.5,0.75,0.5,0.742706835269928,0.25729313492774963
161,1.0,0.25,0.5,0.25,0.75,0.8444889187812805,0.15551109611988068
162,0.5,0.5,0.0,1.0,0.75,0.3796241581439972,0.6203758716583252
163,1.0,0.5,0.25,1.0,0.5,0.6058982014656067,0.3941017985343933
164,1.0,1.0,0.5,0.25,0.5,0.5152603387832642,0.48473966121673584
165,0.75,0.5,1.0,0.0,0.75,0.749920129776001,0.250079870223999
166,0.25,0.75,0.25,0.75,0.0,0.42991873621940613,0.5700812935829163
167,0.75,0.75,1.0,1.0,1.0,0.5,0.5
168,0.25,1.0,0.0,0.75,0.5,0.19785119593143463,0.8021488785743713
169,0.5,0.75,0.25,1.0,0.5,0.3510790467262268,0.6489209532737732
170,1.0,0.75,0.5,0.25,0.5,0.5979009866714478,0.40209904313087463
171,0.5,1.0,0.0,0.75,0.0,0.39752230048179626,0.6024777293205261
172,0.25,0.25,0.5,0.25,0.75,0.5152603387832642,0.48473966121673584
173,0.5,1.0,1.0,0.0,0.25,0.5389670729637146,0.461032897233963
174,0.25,0.0,0.0,0.25,0.75,0.6332029700279236,0.3667970597743988
175,0.25,0.0,1.0,0.75,0.75,0.6610782146453857,0.33892178535461426
176,0.0,0.25,1.0,1.0,0.5,0.4168625771999359,0.5831374526023865
177,0.75,1.0,1.0,1.0,0.0,0.4853931963443756,0.514606773853302
178,0.25,0.25,0.75,0.0,1.0,0.5692111253738403,0.43078887462615967
179,0.75,0.0,0.25,0.75,0.0,0.5286455750465393,0.4713544249534607
180,0.5,0.25,0.75,0.75,0.75,0.6472658514976501,0.35273414850234985
181,0.5,0.75,1.0,0.75,0.25,0.4783151149749756,0.5216848850250244
182,0.0,1.0,0.5,0.25,0.5,0.1873045116662979,0.8126955032348633
183,0.75,0.75,0.25,0.5,0.75,0.48473966121673584,0.5152603387832642
184,0.0,0.25,0.75,1.0,0.0,0.47015947103500366,0.5298405289649963
185,1.0,0.0,0.0,0.25,0.75,0.8709737062454224,0.12902633845806122
186,0.25,0.0,0.5,0.25,0.5,0.5979009866714478,0.40209904313087463
187,0.5,0.75,0.25,0.5,0.0,0.47015947103500366,0.5298405289649963
188,0.25,0.25,1.0,1.0,0.75,0.5,0.5
189,0.75,0.25,0.25,0.25,1.0,0.8000327944755554,0.19996720552444458
190,0.75,1.0,0.0,0.75,0.0,0.4165196716785431,0.5834803581237793
191,0.25,0.25,0.25,0.5,1.0,0.48473966121673584,0.5152603387832642
192,0.25,1.0,0.0,0.5,0.75,0.14480139315128326,0.8551986217498779
193,1.0,0.0,0.0,0.75,1.0,0.8631939888000488,0.13680598139762878
194,0.0,0.75,0.25,0.5,1.0,0.13053472340106964,0.8694652915000916
195,0.0,0.5,0.5,0.75,0.0,0.45060497522354126,0.5493950247764587
196,0.5,0.0,0.5,1.0,0.75,0.7353719472885132,0.2646280527114868
197,0.25,0.5,0.0,0.5,0.75,0.32037287950515747,0.6796271204948425
198,0.0,0.5,0.25,0.25,0.0,0.46576207876205444,0.5342379212379456
199,0.25,0.25,0.0,0.75,0.25,0.43078887462615967,0.5692111253738403
200,0.75,0.75,1.0,0.5,0.5,0.5361906886100769,0.4638093113899231
201,0.75,0.0,0.0,0.25,0.25,0.630114734172821,0.36988523602485657
202,0.25,0.0,1.0,1.0,1.0,0.6806530356407166,0.31934699416160583
203,0.5,0.5,0.5,0.0,0.25,0.5361906886100769,0.4638093113899231
204,0.0,1.0,0.25,0.5,0.25,0.26997750997543335,0.7300224900245667
205,0.75,0.5,0.25,0.5,0.5,0.5682232975959778,0.4317767024040222
206,0.75,1.0,0.5,0.5,1.0,0.31934699416160583,0.6806530356407166
207,1.0,0.0,0.5,0.5,0.0,0.611188530921936,0.38881149888038635
208,1.0,0.75,0.75,0.25,0.0,0.5506902933120728,0.44930967688560486
209,0.5,0.25,0.5,1.0,0.5,0.5475186109542847,0.45248135924339294
210,1.0,0.75,0.0,0.0,1.0,0.6806530356407166,0.31934699416160583
211,0.0,0.75,0.0,0.0,0.75,0.163699671626091,0.8363003134727478
212,0.0,0.5,0.25,0.5,1.0,0.1903773993253708,0.809622585773468
213,0.5,0.75,0.25,0.0,0.5,0.4317767024040222,0.5682232975959778
214,1.0,1.0,1.0,0.0,0.5,0.6203758716583252,0.3796241581439972
215,0.25,0.75,0.0,0.5,0.25,0.38225796818733215,0.6177420020103455
216,0.75,0.0,0.5,1.0,0.25,0.6103427410125732,0.38965725898742676
217,0.75,0.0,1.0,0.75,1.0,0.8694652915000916,0.13053472340106964
218,0.0,0.5,0.25,0.5,0.25,0.4022691249847412,0.5977308750152588
219,0.5,1.0,0.75,0.75,0.5,0.32987821102142334,0.6701217889785767
220,0.5,0.25,0.5,1.0,1.0,0.648341715335846,0.35165825486183167
221,1.0,0.25,0.75,0.75,0.5,0.7542011737823486,0.24579881131649017
222,0.75,0.75,0.5,0.25,0.75,0.5152603387832642,0.48473966121673584
223,1.0,0.25,1.0,1.0,1.0,0.8623774647712708,0.13762247562408447
224,1.0,1.0,1.0,0.5,0.75,0.5361906886100769,0.4638093113899231
225,0.0,1.0,0.0,0.5,0.5,0.1579318344593048,0.8420681357383728
226,0.5,0.75,0.25,0.25,0.25,0.46310368180274963,0.5368963479995728
227,0.25,1.0,1.0,1.0,0.25,0.35577043890953064,0.644229531288147
228,1.0,0.0,1.0,0.25,0.25,0.7707073092460632,0.22929266095161438
229,0.25,0.0,0.0,0.75,0.25,0.4673517644405365,0.5326482653617859
230,1.0,0.5,0.25,0.0,0.0,0.5493950247764587,0.45060497522354126
231,0.0,1.0,0.75,0.25,0.25,0.3124564588069916,0.687543511390686
232,0.75,0.25,0.0,0.0,0.25,0.5829654335975647,0.4170345366001129
233,0.25,0.5,0.25,0.75,0.0,0.44930967688560486,0.5506902933120728
234,0.75,0.75,0.75,0.25,0.25,0.5361906886100769,0.4638093113899231
235,1.0,0.5,1.0,0.25,0.5,0.7285680174827576,0.2714320123195648
236,0.5,1.0,0.5,0.5,0.5,0.32987821102142334,0.6701217889785767
237,0.75,0.75,0.75,0.75,0.0,0.5,0.5
238,0.0,0.5,1.0,0.5,0.5,0.36268725991249084,0.6373127698898315
239,0.25,1.0,1.0,0.5,0.75,0.18453221023082733,0.8154677748680115
240,1.0,0.25,0.0,0.75,1.0,0.8258571028709412,0.17414289712905884
241,1.0,0.75,1.0,0.0,0.75,0.749920129776001,0.250079870223999
242,0.25,0.5,0.5,0.0,0.5,0.45248135924339294,0.5475186109542847
243,0.0,0.75,0.0,1.0,0.0,0.3206321895122528,0.6793677806854248
244,0.25,1.0,0.0,0.25,1.0,0.13053472340106964,0.8694652915000916
245,0.25,0.5,0.0,0.0,0.5,0.4168625771999359,0.5831374526023865
246,0.0,1.0,0.0,0.0,0.25,0.28217947483062744,0.7178205251693726
247,0.5,0.5,1.0,0.75,0.75,0.5152603387832642,0.48473966121673584
248,0.75,1.0,0.0,1.0,0.25,0.345473051071167,0.654526948928833
249,0.0,0.5,1.0,0.75,1.0,0.20991478860378265,0.7900851964950562
250,1.0,1.0,1.0,1.0,0.25,0.5,0.5
251,0.5,0.75,1.0,0.25,0.75,0.41862770915031433,0.5813722610473633
252,1.0,0.0,0.75,0.75,0.0,0.611188530921936,0.38881149888038635
253,0.5,0.75,0.5,0.5,0.75,0.35273414850234985,0.6472658514976501
254,0.0,0.25,1.0,1.0,0.0,0.4853931963443756,0.514606773853302
255,0.25,0.75,0.75,1.0,1.0,0.1903773993253708,0.809622585773468
256,0.0,1.0,0.5,0.75,0.0,0.37440356612205505,0.6255964040756226
257,1.0,0.0,1.0,1.0,0.5,0.8218132853507996,0.17818674445152283
258,0.5,1.0,0.75,0.0,0.25,0.48592230677604675,0.5140777230262756
259,0.75,0.75,0.0,0.5,0.0,0.4638093113899231,0.5361906886100769
260,0.0,0.5,0.5,0.75,1.0,0.1903773993253708,0.809622585773468
261,0.0,0.75,0.5,0.75,0.75,0.15551109611988068,0.8444889187812805
262,0.5,0.75,0.5,0.25,0.5,0.4317767024040222,0.5682232975959778
263,0.25,0.0,0.75,0.0,0.75,0.7079969644546509,0.2920030355453491
264,1.0,0.75,0.0,0.0,0.5,0.5831374526023865,0.4168625771999359
265,0.5,0.25,0.5,0.5,0.5,0.5831374526023865,0.4168625771999359
266,0.25,0.25,0.0,0.5,0.5,0.4638093113899231,0.5361906886100769
267,0.5,0.5,0.25,0.25,1.0,0.5,0.5
268,0.75,0.75,0.25,0.25,0.5,0.5,0.5
269,1.0,0.75,0.25,0.75,0.25,0.5007094740867615,0.4992905259132385
270,0.75,0.25,1.0,0.5,0.75,0.787861704826355,0.2121383100748062
271,0.25,0.75,0.0,0.75,0.0,0.39752230048179626,0.6024777293205261
272,0.25,0.25,1.0,0.75,0.75,0.5152603387832642,0.48473966121673584
273,1.0,1.0,0.0,0.25,0.0,0.48473966121673584,0.5152603387832642
274,1.0,0.0,0.75,1.0,0.0,0.5965837240219116,0.40341630578041077
275,0.25,0.25,1.0,1.0,0.25,0.5,0.5
276,0.0,0.75,0.5,1.0,0.0,0.4001738727092743,0.5998261570930481
277,0.0,0.0,1.0,0.0,0.25,0.6203758716583252,0.3796241581439972
278,0.5,0.75,0.75,1.0,0.5,0.40209904313087463,0.5979009866714478
279,1.0,0.25,0.75,0.0,0.5,0.8021488785743713,0.19785119593143463
280,0.0,1.0,0.5,1.0,1.0,0.0940016359090805,0.9059983491897583
281,0.25,0.5,0.25,0.0,0.75,0.3667970597743988,0.6332029700279236
282,0.75,0.75,0.75,0.5,0.5,0.5152603387832642,0.48473966121673584
283,0.5,0.25,0.25,0.25,0.5,0.5831374526023865,0.4168625771999359
284,0.25,0.75,1.0,1.0,0.75,0.23738540709018707,0.7626146078109741
285,0.5,0.5,1.0,0.75,1.0,0.5152603387832642,0.48473966121673584
286,0.25,0.5,0.5,1.0,0.5,0.3820909559726715,0.6179090738296509
287,0.25,0.5,0.75,0.5,1.0,0.332763135433197,0.667236864566803
288,0.75,1.0,0.25,0.25,1.0,0.31934699416160583,0.6806530356407166
289,1.0,1.0,0.75,0.75,0.0,0.5,0.5
290,1.0,0.0,0.0,0.0,0.25,0.7178205251693726,0.28217947483062744
291,0.5,0.0,0.25,0.75,0.75,0.7353719472885132,0.2646280527114868
292,0.25,0.25,0.75,1.0,0.0,0.48473966121673584,0.5152603387832642
293,0.0,0.75,0.75,0.0,0.75,0.20549117028713226,0.7945088744163513
294,0.5,0.5,0.0,1.0,0.0,0.3796241581439972,0.6203758716583252
295,1.0,0.5,1.0,0.5,0.75,0.787861704826355,0.2121383100748062
296,0.0,0.0,0.75,0.0,0.75,0.5692111253738403,0.43078887462615967
297,0.5,0.5,1.0,1.0,1.0,0.5,0.5
298,0.0,0.0,1.0,1.0,0.75,0.5,0.5
299,0.75,1.0,0.0,0.0,0.25,0.46310368180274963,0.5368963479995728
300,0.75,0.5,0.75,0.25,1.0,0.7113174200057983,0.28868263959884644
301,0.0,0.0,0.0,0.0,0.25,0.5,0.5
302,0.0,0.75,0.75,0.0,1.0,0.17414289712905884,0.8258571028709412
303,0.0,1.0,0.0,0.75,0.0,0.32498759031295776,0.6750124096870422
304,0.25,0.5,0.25,0.75,0.25,0.4273012578487396,0.5726987719535828
305,0.75,0.25,0.5,0.25,0.25,0.5977308750152588,0.4022691249847412
306,0.0,0.25,1.0,0.5,0.25,0.4992905259132385,0.5007094740867615
307,0.0,0.75,1.0,0.75,1.0,0.1450309008359909,0.8549690842628479
308,1.0,0.25,0.25,0.25,0.5,0.7542011737823486,0.24579881131649017
309,0.75,0.0,0.0,0.0,0.5,0.7542011737823486,0.24579881131649017
310,1.0,0.0,0.25,0.0,0.75,0.884087085723877,0.11591295897960663
311,0.5,0.0,0.75,0.25,0.5,0.7013536691665649,0.29864630103111267
312,0.0,0.25,0.5,0.5,0.75,0.35273414850234985,0.6472658514976501
313,0.0,1.0,0.25,0.25,0.75,0.12231850624084473,0.8776815533638
314,0.5,0.0,1.0,0.25,0.25,0.6487597823143005,0.35124021768569946
315,0.0,0.0,0.75,0.75,0.75,0.5,0.5
316,0.25,1.0,0.5,0.0,1.0,0.1557544767856598,0.8442454934120178
317,0.0,0.5,0.25,0.5,0.75,0.226509228348732,0.7734907865524292
318,0.75,0.25,0.0,0.5,0.0,0.4980374872684479,0.5019625425338745
319,0.5,0.25,0.75,0.5,0.0,0.5298405289649963,0.47015947103500366
320,0.25,0.5,0.0,1.0,0.75,0.250079870223999,0.749920129776001
321,0.75,0.75,0.25,0.75,0.0,0.4638093113899231,0.5361906886100769
322,0.5,0.0,1.0,0.25,0.0,0.6024777293205261,0.39752230048179626
323,0.75,0.75,0.75,0.75,0.25,0.5,0.5
324,0.5,1.0,0.25,0.0,0.5,0.34351348876953125,0.6564865112304688
325,0.75,0.75,0.5,0.75,0.75,0.48473966121673584,0.5152603387832642
326,0.5,0.25,0.0,0.75,0.75,0.5813722610473633,0.41862770915031433
327,0.5,0.0,1.0,0.25,0.75,0.8093358874320984,0.19066408276557922
328,0.5,0.5,0.5,0.0,1.0,0.5361906886100769,0.4638093113899231
329,0.25,0.75,0.0,1.0,1.0,0.13265979290008545,0.8673401474952698
330,0.25,0.5,0.0,0.25,0.75,0.33892178535461426,0.6610782146453857
331,0.5,0.25,1.0,0.75,1.0,0.693776547908783,0.30622348189353943
332,0.25,0.0,0.75,0.75,0.75,0.6472658514976501,0.35273414850234985
333,0.25,0.25,1.0,0.0,0.5,0.6203758716583252,0.3796241581439972
334,0.25,0.75,0.5,0.25,0.25,0.4319502115249634,0.5680497884750366
335,0.5,0.25,0.75,0.5,1.0,0.693776547908783,0.30622348189353943
336,0.25,0.0,0.25,0.75,0.25,0.5007094740867615,0.4992905259132385
337,0.75,0.25,0.5,0.75,0.5,0.6564865112304688,0.34351348876953125
338,1.0,0.75,0.0,1.0,1.0,0.5660198926925659,0.4339801073074341
339,0.0,0.75,0.25,0.25,0.75,0.163699671626091,0.8363003134727478
340,0.75,0.0,0.0,0.0,0.25,0.644229531288147,0.35577043890953064
341,0.5,0.0,0.25,0.75,1.0,0.7758219838142395,0.22417795658111572
342,1.0,0.0,0.0,1.0,0.25,0.6088623404502869,0.3911376893520355
343,0.75,1.0,0.75,0.5,0.5,0.4317767024040222,0.5682232975959778
344,0.0,0.0,1.0,1.0,0.0,0.5,0.5
345,1.0,0.5,0.25,0.0,0.75,0.7734907865524292,0.226509228348732
346,0.0,0.75,0.75,0.75,1.0,0.13762247562408447,0.8623774647712708
347,0.5,0.5,0.25,1.0,0.0,0.43078887462615967,0.5692111253738403
348,0.0,1.0,0.0,1.0,0.25,0.1939070224761963,0.8060929775238037
349,1.0,0.75,0.75,0.0,0.25,0.605034589767456,0.39496541023254395
350,0.5,0.75,0.0,0.25,1.0,0.30622348189353943,0.693776547908783
351,0.25,0.75,1.0,0.0,0.5,0.4458155930042267,0.5541844367980957
352,1.0,0.25,1.0,0.5,1.0,0.8787020444869995,0.12129801511764526
353,0.75,0.0,1.0,0.0,0.0,0.6793677806854248,0.3206321895122528
354,0.75,0.0,1.0,0.25,1.0,0.892238438129425,0.10776159912347794
