0 188213
1 42680
2 23629
3 15572
4 10256
5 7515
6 4498
7 3685
8 2703
9 1855
10 1374
11 1100
12 790
13 629
14 450
15 394
16 278
17 207
18 182
19 138
20 159
21 107
22 82
23 89
24 78
25 37
26 52
27 34
28 27
29 33
30 15
31 11
32 12
33 12
34 11
35 8
36 9
37 7
38 6
39 9
40 6
41 4
42 2
43 5
44 1
45 2
46 3
47 1
49 2
50 1
52 3
53 1
55 3
58 2
60 1
